Institution Name,Grand total men (C2016_A  First major  Communication  Journalism  and Related Programs  Bachelor's degree),Grand total women (C2016_A  First major  Communication  Journalism  and Related Programs  Bachelor's degree),Grand total men (C2016_A  First major  Computer and Information Sciences and Support Services  Bachelor's degree),Grand total women (C2016_A  First major  Computer and Information Sciences and Support Services  Bachelor's degree),Grand total men (C2016_A  First major  Foreign Languages  Literatures  and Linguistics  Bachelor's degree),Grand total women (C2016_A  First major  Foreign Languages  Literatures  and Linguistics  Bachelor's degree),Grand total men (C2016_A  First major  Biological and Biomedical Sciences  Bachelor's degree),Grand total women (C2016_A  First major  Biological and Biomedical Sciences  Bachelor's degree),Grand total men (C2016_A  First major  Mathematics and Statistics  Bachelor's degree),Grand total women (C2016_A  First major  Mathematics and Statistics  Bachelor's degree),Grand total men (C2016_A  First major  Physical Sciences  Bachelor's degree),Grand total women (C2016_A  First major  Physical Sciences  Bachelor's degree),Grand total men (C2016_A  First major  Psychology  Bachelor's degree),Grand total women (C2016_A  First major  Psychology  Bachelor's degree),Grand total men (C2016_A  First major  Social Sciences  Bachelor's degree),Grand total women (C2016_A  First major  Social Sciences  Bachelor's degree),Grand total men (C2016_A  First major  Visual and Performing Arts  Bachelor's degree),Grand total women (C2016_A  First major  Visual and Performing Arts  Bachelor's degree),Grand total men (C2016_A  First major  Health Professions and Related Programs  Bachelor's degree),Grand total women (C2016_A  First major  Health Professions and Related Programs  Bachelor's degree),Grand total men (C2016_A  First major  Business  Management  Marketing  and Related Support Services  Bachelor's degree),Grand total women (C2016_A  First major  Business  Management  Marketing  and Related Support Services  Bachelor's degree),Grand total men (C2016_A  First major  History  Bachelor's degree),Grand total women (C2016_A  First major  History  Bachelor's degree),City location of institution,Institution's internet website address (HD2016),Control of institution (HD2016),State abbreviation (HD2016),Level of institution (HD2016),Degree of urbanization (Urban-centric locale) (HD2016),Institutional category (HD2016),Bachelor's degree (IC2007),Total price for in-state students living on campus 2016-17 (DRVIC2016),Total price for out-of-state students living on campus 2016-16 (DRVIC2016),Applicants men (ADM2015),Applicants women (ADM2015),Admissions men (ADM2015),Admissions women (ADM2015),Percent of full-time first-time undergraduates awarded any loans to students or grant aid  from federal state/local government or the institution (SFA1415),Number of full-time first-time undergraduates awarded any loans to students or grant aid  from federal state/local government or the institution (SFA1415),Total women (EF2015  All students  Undergraduate total),Total men (EF2015  All students  Undergraduate total),Grand total (EF2015B  Undergraduate  Age under 25 total),Grand total (EF2015B  Undergraduate  Age 25 and over total),American Indian or Alaska Native total (EF2015A  All students total),Asian total (EF2015A  All students total),Black or African American total (EF2015A  All students total),Hispanic total (EF2015A  All students total),Native Hawaiian or Other Pacific Islander total (EF2015A  All students total),White total (EF2015A  All students total),Two or more races total (EF2015A  All students total),Race/ethnicity unknown total (EF2015A  All students total),Nonresident alien total (EF2015A  All students total),8-year Graduation rate - bachelor's degree within 200% of normal time (GR200_15),6-year Graduation rate - bachelor's degree within 150% of normal time (GR200_15),4-year Graduation rate - bachelor's degree within 100% of normal time (GR200_15),Full-time retention rate  2015 (EF2015D),Grand total (C2016_A  First major  Grand total  Bachelor's degree),American Indian or Alaska Native total (C2016_A  First major  Grand total  Bachelor's degree),Asian total (C2016_A  First major  Grand total  Bachelor's degree),Black or African American total (C2016_A  First major  Grand total  Bachelor's degree),Hispanic or Latino total (C2016_A  First major  Grand total  Bachelor's degree),Native Hawaiian or Other Pacific Islander total (C2016_A  First major  Grand total  Bachelor's degree),White total (C2016_A  First major  Grand total  Bachelor's degree),Two or more races total (C2016_A  First major  Grand total  Bachelor's degree),Race/ethnicity unknown total (C2016_A  First major  Grand total  Bachelor's degree),Nonresident alien total (C2016_A  First major  Grand total  Bachelor's degree),Early Career($),Mid-Career($),SAT 25th percentile,SAT 75th percentile,ACT 25th percentile,ACT 75th percentile,AgeDiversityIndex,GenderDiversityIndex,RaceDiversityIndex,IncomeDiversityIndex,MajorDiversityIndex,SAT_ACT_DiversityIndex,InstateOutstateDiversityIndex,Average Graduation rate - bachelor's degree within 200% of normal time (GR200_15)
Metropolitan State University of Denver,46.0,37.0,32.0,2.0,13.0,22.0,63.0,131.0,25.0,12.0,24.0,20.0,54.0,208.0,52.0,70.0,85.0,113.0,38.0,197.0,354.0,334.0,54.0,36.0,Denver,www.msudenver.edu/,1,CO,1,11,2,1,34672.75504,41856.580689999995,2805.0,3247.0,1799.0,2148.0,70,1228,10790,9396,11497,8689,129,778,1251,4528,63,12208,863,759,97,34.0,26.0,6.0,70,3236,17,114,156,592,6,2129,95,107,20,46800.0,82400.0,880.0,1110.0,51.0,69.0,0.490349009,0.497640165,0.596949305,0.46204193600000004,0.826845325,0.107326084,0.49560066700000005,66.0
Plymouth State University,21.0,26.0,15.0,3.0,8.100638978,17.51118211,6.0,15.0,4.0,3.0,9.0,4.0,13.0,27.0,15.0,11.0,14.0,26.0,4.0,35.0,146.0,82.0,8.0,1.0,Plymouth,www.plymouth.edu,1,NH,1,33,2,1,28062.0,36322.0,3308.0,3318.0,2283.0,2592.0,90,678,1997,2073,3901,169,21,103,112,97,3,4068,66,524,126,57.0,56.0,41.0,76,800,5,12,9,19,0,610,13,117,15,43500.0,74800.0,1248.4038460000002,1527.7227560000001,58.98746082,75.48119122,0.07961786900000001,0.499948493,0.356448021,0.46500222700000005,0.769084065,0.08816088,0.491778124,154.0
Point Loma Nazarene University,9.0,13.0,6.0,3.0,1.0,3.0,18.0,34.0,2.0,2.0,1.0,2.0,21.0,40.0,15.0,10.0,11.0,28.0,33.0,124.0,84.0,73.0,3.0,2.0,San Diego,www.pointloma.edu,2,CA,1,11,2,1,48406.0,48406.0,822.0,1987.0,626.0,1378.0,89,523,1777,990,2592,175,20,186,95,883,32,2068,242,105,32,73.0,72.0,62.0,84,658,6,26,16,133,5,419,47,6,0,48300.0,88200.0,1530.0,1860.0,69.0,86.0,0.11853366300000001,0.459717761,0.619053093,0.457281457,0.799374191,0.083647206,0.500005165,207.0
Prairie View A & M University,19.0,35.0,9.0,4.0,8.100638978,17.51118211,12.0,50.0,2.0,6.0,4.0,9.0,11.0,53.0,6.0,13.0,13.0,6.0,31.0,156.0,58.0,60.0,9.0,2.0,Prairie View,www.pvamu.edu,1,TX,1,32,2,1,22669.0,35988.0,1910.0,3157.0,1632.0,2723.0,96,1514,4134,2791,6084,839,16,249,6984,486,6,255,53,42,224,39.0,37.0,11.0,66,1089,1,43,875,73,2,47,12,8,28,54300.0,90000.0,1130.0,1370.0,51.0,67.0,0.21303709699999998,0.481264101,0.288546209,0.469399564,0.826436655,0.08611496800000001,0.474228641,87.0
Rider University,30.0,54.0,15.0,3.0,1.0,0.0,8.0,16.0,2.0,4.0,9.0,5.0,15.0,81.0,12.0,23.0,41.0,86.0,0.0,2.0,196.0,137.0,15.0,4.0,Lawrenceville,www.rider.edu,2,NJ,1,21,2,1,57740.0,57740.0,3887.0,5964.0,2741.0,4057.0,100,1001,2394,1778,3751,414,7,247,560,542,6,3166,130,232,179,66.0,66.0,55.0,80,983,2,42,83,82,3,697,21,34,19,48700.0,95000.0,1360.0,1650.0,56.0,76.0,0.179081892,0.48921685200000004,0.580651259,0.448097012,0.747525733,0.080518617,0.50000433,187.0
Rutgers University-Camden,42.56429652,80.27836611,30.0,5.0,3.0,12.0,36.0,54.0,10.0,5.0,10.0,8.0,35.0,126.0,42.0,43.0,17.0,18.0,62.0,216.0,180.0,139.0,17.0,12.0,Camden,www.camden.rutgers.edu/,1,NJ,1,13,2,1,30509.0,45652.0,3102.0,4416.0,1813.0,2576.0,95,400,2827,2072,3258,1641,4,561,970,787,8,3595,215,157,111,60.0,55.0,27.0,84,1398,0,124,210,137,5,840,44,22,16,48200.0,89500.0,1370.0,1670.0,58.98746082,75.48119122,0.44561873,0.488224237,0.638789659,0.45502508799999997,0.835197203,0.081155765,0.48023986,142.0
Shepherd University,15.0,11.0,23.0,6.0,0.0,4.0,15.0,20.0,5.0,1.0,2.0,11.0,6.0,19.0,36.0,22.0,6.0,31.0,8.0,72.0,33.0,47.0,14.0,15.0,Shepherdstown,www.shepherd.edu/,1,WV,1,31,2,1,20727.0,31039.0,756.0,892.0,670.0,811.0,89,564,2121,1528,2772,877,21,92,339,104,3,3171,63,53,15,39.0,38.0,18.0,66,708,2,12,45,19,2,600,8,17,3,44100.0,80200.0,870.0,1093.0,54.0,72.0,0.36525327799999996,0.48692864700000005,0.31632466600000003,0.45782994,0.878758542,0.113410145,0.48016813700000005,95.0
Southwestern Oklahoma State University,8.0,11.0,12.0,4.0,1.0,7.0,16.0,13.0,2.0,0.0,7.0,7.0,4.0,16.0,3.0,0.0,4.0,14.0,39.0,221.0,46.0,55.0,2.0,3.0,Weatherford,www.swosu.edu,1,OK,1,33,2,1,19518.0,26268.0,876.0,1208.0,796.0,1112.0,92,810,2516,1842,3522,836,223,150,221,368,4,3456,367,104,220,33.0,30.0,14.0,66,697,33,22,28,43,2,479,50,21,19,44600.0,83300.0,1248.4038460000002,1527.7227560000001,52.0,72.0,0.310135041,0.488152449,0.531139441,0.454226181,0.673716926,0.08188546299999999,0.48914362100000003,77.0
SUNY at Binghamton,42.56429652,80.27836611,102.0,18.0,21.0,49.0,202.0,228.0,71.0,40.0,42.0,30.0,92.0,256.0,283.0,226.0,39.0,75.0,25.0,156.0,340.0,218.0,47.0,30.0,Vestal,www.binghamton.edu,1,NY,1,22,2,1,24861.0,39941.0,14909.0,15707.0,6457.0,6553.0,83,2104,6446,7045,13046,445,21,2063,765,1513,10,8934,353,440,2814,82.0,81.0,69.0,91,3463,3,447,150,319,3,1976,85,96,384,56400.0,110200.0,1810.0,2053.0,27.0,31.0,0.063798621,0.499051313,0.6677201220000001,0.44786106299999995,0.867154585,0.02915411,0.47293059,232.0
Texas A & M University-Commerce,3.0,7.0,37.0,5.0,1.0,5.0,13.0,25.0,12.0,13.0,13.0,6.0,18.0,60.0,7.0,34.0,38.0,39.0,8.0,28.0,110.0,113.0,4.0,12.0,Commerce,www.tamuc.edu/,1,TX,1,32,2,1,20833.0,33073.0,3203.0,3992.0,1466.0,1947.0,91,912,4672,3212,5237,2647,64,333,2534,1904,22,6364,626,154,927,47.0,45.0,24.0,73,1630,6,29,245,252,6,969,50,12,61,44200.0,82200.0,860.0,1080.0,53.0,73.0,0.446096041,0.48291447600000004,0.6916407309999999,0.454813525,0.815690483,0.114591366,0.474230239,116.0
Texas A & M University-Kingsville,11.0,14.0,10.0,0.0,0.0,3.0,32.0,49.0,3.0,2.0,9.0,4.0,6.0,36.0,43.0,35.0,15.0,10.0,6.0,86.0,44.0,35.0,11.0,3.0,Kingsville,WWW.TAMUK.EDU,1,TX,1,32,2,1,22140.0,35446.0,3514.0,3830.0,2902.0,3147.0,87,942,3123,3482,5891,714,11,83,478,5313,8,1373,44,41,1856,39.0,34.0,18.0,69,980,0,14,57,692,1,173,9,9,25,49900.0,83800.0,840.0,1050.0,49.0,66.0,0.19285786,0.49859837700000004,0.601391544,0.467859006,0.8603266209999999,0.108187615,0.47331314,91.0
Texas Southern University,27.0,41.0,15.0,3.0,1.0,3.0,22.0,48.0,3.0,0.0,14.0,9.0,6.0,22.0,14.0,21.0,14.0,12.0,39.0,117.0,121.0,88.0,4.0,5.0,Houston,www.tsu.edu,1,TX,1,11,2,1,25054.0,37294.0,4044.0,6443.0,1909.0,3429.0,93,1331,3799,2897,4902,1794,74,427,6838,644,8,311,0,23,640,21.0,16.0,6.0,46,939,4,33,737,43,0,18,2,0,102,44400.0,75000.0,1075.0,1330.0,52.0,68.0,0.392337405,0.49100030100000003,0.40446256700000005,0.467163833,0.808499306,0.090568169,0.480737441,43.0
University of Hartford,30.0,43.0,11.0,3.0,2.0,0.0,9.0,20.0,2.0,4.0,2.0,4.0,11.0,53.0,9.0,16.0,91.0,138.0,41.0,108.0,76.0,41.0,7.0,2.0,West Hartford,www.hartford.edu,2,CT,1,12,2,1,53130.0,53130.0,6427.0,8666.0,4043.0,5542.0,99,1190,2650,2596,4739,506,22,216,922,690,3,3884,170,451,554,62.0,61.0,51.0,74,1027,5,29,136,84,0,631,21,43,78,51000.0,97200.0,940.0,1160.0,20.0,25.0,0.174364892,0.50004234,0.64490729,0.451411855,0.8106305290000001,0.041096963,0.500004705,174.0
University of Illinois at Springfield,13.0,29.0,90.0,21.0,8.100638978,17.51118211,10.0,16.0,16.0,9.0,5.0,6.0,11.0,52.0,17.0,16.0,1.0,3.0,3.0,10.0,76.0,86.0,16.0,10.0,Springfield,www.uis.edu,1,IL,1,12,2,1,24913.0,34438.0,591.0,933.0,353.0,609.0,97,292,1491,1446,1804,1133,12,206,629,269,3,2971,110,158,1044,46.0,43.0,28.0,77,682,0,26,73,35,1,495,10,15,27,43200.0,77500.0,1368.0,1730.0,64.0,85.0,0.474063415,0.500052882,0.6419328329999999,0.45962591,0.8368030479999999,0.08759249,0.48713034200000005,117.0
University of Louisiana at Monroe,11.0,21.0,4.0,4.0,0.0,6.0,30.0,44.0,3.0,2.0,3.0,2.0,17.0,57.0,6.0,7.0,6.0,10.0,65.0,262.0,100.0,78.0,8.0,4.0,Monroe,www.ulm.edu,1,LA,1,13,2,1,20526.0,32626.0,1294.0,2123.0,1135.0,1860.0,96,1179,4768,2714,6589,893,35,201,1945,190,3,5716,207,217,290,44.0,40.0,19.0,76,1023,3,31,236,25,0,663,24,16,25,46800.0,86000.0,1400.0,1768.0,60.0,77.0,0.210243997,0.462379666,0.527029089,0.456437607,0.731983979,0.079492148,0.474096885,103.0
University of St Thomas,16.0,53.0,26.0,3.0,5.0,5.0,36.0,54.0,9.0,7.0,19.0,8.0,8.0,38.0,54.0,31.0,1.0,7.0,18.0,39.0,396.0,254.0,9.0,4.0,Saint Paul,www.stthomas.edu,2,MN,1,11,2,1,53440.0,53440.0,2524.0,2912.0,2071.0,2493.0,98,1382,2799,3344,5787,356,20,403,407,429,2,7837,282,221,547,77.0,75.0,63.0,89,1356,3,44,32,60,0,1104,35,25,53,48062.46377,87463.33333,1030.0,1250.0,71.0,86.0,0.109205157,0.496145247,0.395278294,0.45774258100000004,0.628579701,0.12059566099999999,0.5000046779999999,215.0
Vanderbilt University,3.0,23.0,45.0,3.0,9.0,18.0,73.0,55.0,21.0,12.0,15.0,12.0,16.0,67.0,296.0,212.0,30.0,37.0,36.87304075,182.1128527,202.1138329,164.6657061,35.0,29.0,Nashville,www.vanderbilt.edu,2,TN,1,11,2,1,64654.0,64654.0,13871.0,17593.0,1887.0,1787.0,66,1053,3409,3474,6861,22,37,1049,918,856,13,7371,471,591,1261,93.0,93.0,87.0,97,1723,4,163,114,124,0,1087,81,48,102,61100.0,116000.0,2120.0,2360.0,104.0,115.0,0.006373055,0.500028056,0.626788914,0.45195430200000003,0.8130602459999999,0.08888606199999999,0.500003867,273.0
Weber State University,35.0,47.0,128.0,12.0,24.0,11.0,54.0,39.0,7.0,3.0,21.0,3.0,31.0,49.0,34.0,52.0,22.0,54.0,203.0,605.0,263.0,142.0,10.0,11.0,Ogden,www.weber.edu,1,UT,1,13,2,1,19775.0,29001.0,4901.4245009999995,6153.725071,2628.170274,3496.803419,83,1805,13477,11841,17982,7335,115,316,317,2500,96,12436,436,9330,409,51.0,43.0,14.0,60,2488,12,48,36,76,9,1953,49,208,97,51600.0,86700.0,1248.4038460000002,1527.7227560000001,58.98746082,75.48119122,0.411586175,0.49793192,0.631377304,0.46779715299999997,0.7478364479999999,0.08816088,0.482120947,108.0
Western Oregon University,11.0,18.0,44.0,7.0,8.0,34.0,11.0,15.0,2.0,6.0,5.0,4.0,26.0,57.0,37.0,31.0,21.0,36.0,5.0,43.0,72.0,66.0,4.0,3.0,Monmouth,www.wou.edu,1,OR,1,31,2,1,23415.0,37575.0,1256.0,2071.0,1061.0,1859.0,83,691,2894,1914,4490,318,95,218,199,566,120,3658,15,249,325,47.0,44.0,20.0,69,930,9,33,21,83,12,648,3,36,85,42400.0,77200.0,1250.0,1580.0,49.0,67.0,0.123556295,0.47932698,0.528581318,0.457672085,0.86985209,0.075675688,0.473056486,111.0
William Paterson University of New Jersey,115.0,119.0,31.0,2.0,2.0,9.0,25.0,40.0,11.0,16.0,14.0,18.0,35.0,195.0,62.0,96.0,69.0,66.0,37.0,139.0,292.0,199.0,37.0,18.0,Wayne,www.wpunj.edu,1,NJ,1,21,2,1,28417.0,36309.0,3925.0,5926.0,2924.0,4394.0,86,1009,5151,4247,7512,1864,7,725,1580,2795,15,4969,285,418,68,53.0,50.0,16.0,75,2215,0,133,286,551,9,1060,52,98,26,47800.0,88600.0,900.0,1080.0,58.98746082,75.48119122,0.31859767899999997,0.49542639299999996,0.697436672,0.45526688,0.8408432140000001,0.119156894,0.492574225,119.0
Winona State University,33.0,68.0,52.0,5.0,4.0,17.0,45.0,65.0,7.0,5.0,15.0,8.0,13.0,59.0,19.0,18.0,14.0,14.0,39.0,319.0,191.0,129.0,11.0,0.0,Winona,www.winona.edu,1,MN,1,32,2,1,21795.0,27492.0,2310.0,4470.0,1338.0,2897.0,88,1438,4919,3092,7089,921,17,179,205,224,7,7288,193,90,287,57.0,56.0,30.0,81,1740,0,39,32,36,0,1558,38,11,26,46700.0,83000.0,495.0,655.0,66.0,83.0,0.20354657199999998,0.474053171,0.260156725,0.460838087,0.800555492,0.203249863,0.49332968299999996,143.0
California State University-East Bay,40.0,74.0,57.0,7.0,4.0,7.0,55.0,104.0,13.0,9.0,9.0,4.0,63.0,198.0,79.0,209.0,51.0,62.0,117.0,479.0,343.0,347.0,30.0,14.0,Hayward,www.csueastbay.edu,1,CA,1,12,2,1,24822.0,35982.0,5478.0,9297.0,3788.0,7150.0,78,1122,8033,5025,8933,4125,37,3422,1617,4397,141,2728,826,949,1411,44.0,38.0,11.0,80,3174,6,852,268,791,24,691,189,233,120,53900.0,94800.0,1248.4038460000002,1527.7227560000001,58.98746082,75.48119122,0.43224623,0.473504118,0.817512062,0.462176737,0.815925509,0.08816088,0.48316437799999995,93.0
Calvin College,9.0,25.0,22.0,1.0,4.0,14.0,37.0,48.0,7.0,1.0,7.0,0.0,12.0,38.0,32.0,31.0,19.0,16.0,12.0,119.0,61.0,32.0,5.0,3.0,Grand Rapids,www.calvin.edu,2,MI,1,12,2,1,45270.0,45270.0,1623.0,2201.0,1158.0,1682.0,100,947,2136,1733,3768,100,10,145,114,158,0,2932,141,78,412,74.0,73.0,57.0,86,848,4,27,16,23,0,649,18,17,94,47000.0,88100.0,1050.0,1340.0,68.0,91.0,0.050382562,0.49470307700000005,0.445361461,0.453728729,0.862230462,0.117018833,0.500005522,204.0
CUNY Brooklyn College,47.0,96.0,73.0,14.0,6.0,19.0,36.0,57.0,23.0,6.0,23.0,13.0,96.0,330.0,38.0,64.0,62.0,85.0,27.0,172.0,381.0,438.0,19.0,7.0,Brooklyn,www.brooklyn.cuny.edu,1,NY,1,11,2,1,34672.75504,41856.580689999995,9014.0,11310.0,3365.0,4218.0,88,1183,8363,5844,10511,3694,46,2841,4131,3412,26,5916,247,0,791,55.0,51.0,24.0,82,2588,3,442,562,503,3,941,48,0,86,48200.0,94800.0,1020.0,1210.0,58.98746082,75.48119122,0.38487439700000003,0.484315211,0.761165373,0.44690615200000006,0.7882980009999999,0.107317983,0.49560066700000005,130.0
East Stroudsburg University of Pennsylvania,20.0,42.0,34.0,2.0,0.0,3.0,45.0,73.0,10.0,9.0,8.0,7.0,12.0,71.0,24.0,23.0,13.0,8.0,38.0,152.0,113.0,113.0,15.0,8.0,East Stroudsburg,www4.esu.edu/,1,PA,1,13,2,1,22356.0,33498.0,2452.0,3530.0,2114.0,2913.0,85,1076,3439,2728,5538,629,10,118,902,750,10,4567,271,79,121,57.0,56.0,36.0,72,1261,3,23,93,134,2,935,32,21,18,42700.0,80500.0,1240.0,1530.0,51.0,67.0,0.18321293100000002,0.493433997,0.5224250020000001,0.452934978,0.8364905340000001,0.07840572900000001,0.480111589,149.0
Eastern Oregon University,8.0,8.0,7.0,1.0,8.100638978,17.51118211,9.0,15.0,3.0,2.0,2.0,1.0,8.0,28.0,15.0,26.0,10.0,15.0,36.87304075,182.1128527,97.0,141.0,9.0,10.0,La Grande,www.eou.edu,1,OR,1,33,2,1,21314.0,31955.0,359.0,635.0,344.0,623.0,93,262,1951,1177,1612,1515,70,65,78,168,37,2596,82,344,48,26.0,23.0,15.0,57,709,19,19,21,56,4,532,6,48,4,42000.0,65600.0,1240.0,1540.0,56.0,77.0,0.49967867,0.469536223,0.432586764,0.475951411,0.747960905,0.087175526,0.480057041,64.0
Eckerd College,7.0,21.0,12.0,1.0,2.0,2.0,37.0,65.0,2.0,0.0,1.0,4.0,15.0,61.0,11.0,23.0,6.0,14.0,1.0,0.0,53.0,43.0,4.0,2.0,Saint Petersburg,www.eckerd.edu,2,FL,1,11,2,1,57162.0,57162.0,1653.0,2749.0,1141.0,2016.0,96,493,1256,767,1756,266,6,33,110,163,3,1526,63,24,95,67.0,66.0,59.0,81,492,2,5,23,41,0,390,10,5,16,45300.0,82900.0,1000.0,1210.0,66.0,84.0,0.228606555,0.47101850000000006,0.41911343,0.456993545,0.815238784,0.119089531,0.500004374,192.0
Emporia State University,11.0,17.0,19.0,5.0,0.0,6.0,19.0,15.0,7.0,3.0,8.0,13.0,8.0,26.0,23.0,24.0,10.0,34.0,18.0,67.0,56.0,61.0,12.0,0.0,Emporia,www.emporia.edu,1,KS,1,33,2,1,19041.0,32254.0,633.0,1103.0,541.0,969.0,95,697,2337,1527,3355,506,28,56,250,338,6,4310,297,243,566,44.0,41.0,20.0,72,735,2,8,43,42,1,544,31,12,52,42000.0,72400.0,1248.4038460000002,1527.7227560000001,56.0,75.0,0.22781689600000002,0.478151937,0.484782502,0.464696712,0.8638852109999999,0.086091859,0.466833194,105.0
Geneva College,8.0,6.0,5.0,0.0,1.0,0.0,5.0,10.0,3.0,1.0,6.0,1.0,1.0,14.0,0.0,2.0,3.0,6.0,0.0,15.0,47.0,50.0,4.0,3.0,Beaver Falls,www.geneva.edu,2,PA,1,21,2,1,37500.0,37500.0,949.0,729.0,681.0,549.0,100,312,742,722,1247,217,1,5,157,23,1,1433,52,28,14,68.0,67.0,59.0,83,391,0,2,31,2,0,348,7,0,1,44800.0,76000.0,1330.0,1740.0,67.0,88.0,0.25267994899999996,0.500248385,0.292250012,0.46665006299999995,0.715789474,0.091532499,0.5000066670000001,194.0
Georgetown University,42.56429652,80.27836611,16.0,10.0,24.0,69.0,40.0,68.0,14.0,8.0,15.0,4.0,15.0,69.0,337.0,350.0,7.0,26.0,20.0,93.0,212.0,124.0,21.0,4.0,Washington,www.georgetown.edu,2,DC,1,11,2,1,69313.0,69313.0,7999.0,11479.0,1514.0,1844.0,45,716,4165,3397,7119,422,23,1503,1263,1151,26,9646,537,1184,3126,93.0,92.0,88.0,96,1827,1,182,115,116,1,1121,81,34,176,61400.0,129500.0,1320.0,1500.0,30.0,34.0,0.10567229800000001,0.494908186,0.678966533,0.436373685,0.769466449,0.043412938,0.500003607,273.0
Georgia College and State University,11.0,74.0,39.0,5.0,3.0,8.0,28.0,38.0,7.0,9.0,16.0,7.0,22.0,50.0,17.0,19.0,14.0,27.0,29.0,152.0,143.0,117.0,10.0,12.0,Milledgeville,www.gcsu.edu/,1,GA,1,32,2,1,27331.0,45679.0,1381.0,2587.0,1043.0,1959.0,96,1404,3629,2407,5897,139,10,111,528,326,5,5623,176,13,97,62.0,61.0,39.0,86,1138,4,13,70,52,3,957,25,3,11,43300.0,73900.0,1560.0,1830.0,66.0,81.0,0.045003824000000005,0.479586057,0.325236381,0.46591942,0.832915299,0.079689245,0.46842855,162.0
Gonzaga University,24.0,55.0,24.0,5.0,2.0,5.0,44.0,80.0,11.0,15.0,4.0,3.0,17.0,70.0,54.0,76.0,1.0,5.0,3.0,72.0,137.0,106.0,13.0,11.0,Spokane,www.gonzaga.edu,2,WA,1,12,2,1,55310.0,55310.0,2972.0,3757.0,2215.0,2730.0,99,1041,2714,2348,4908,154,58,313,123,629,35,5237,350,451,295,83.0,82.0,71.0,95,1112,5,42,10,110,6,828,55,35,21,53800.0,105800.0,1090.0,1290.0,25.0,29.0,0.059006084,0.497484385,0.49698816100000004,0.446925244,0.8397243520000001,0.043404827,0.50000452,236.0
La Salle University,31.0,34.0,14.0,6.0,1.0,0.0,19.0,16.0,4.0,1.0,9.0,5.0,17.0,54.0,17.0,11.0,5.0,3.0,28.0,222.0,140.0,99.0,8.0,4.0,Philadelphia,www.lasalle.edu,2,PA,1,11,2,1,56680.0,56680.0,2320.0,3737.0,1770.0,2768.0,99,912,2473,1482,3312,639,12,262,989,542,4,3135,137,441,161,65.0,65.0,55.0,78,886,2,51,155,85,1,535,14,24,19,51100.0,103900.0,890.0,1100.0,18.0,23.0,0.271217093,0.46872612799999996,0.647460952,0.441983289,0.7655899890000001,0.039578649,0.500004411,185.0
Lincoln University,12.0,15.0,8.0,1.0,1.0,3.0,7.0,20.0,1.0,1.0,1.0,1.0,4.0,18.0,4.0,24.0,2.0,5.0,8.0,23.0,17.0,22.0,4.0,1.0,Lincoln University,www.lincoln.edu/,1,PA,1,21,2,1,26226.0,31857.0,1178.0,2140.0,1052.0,1980.0,98,294,1056,640,1495,194,5,0,1650,29,1,22,22,111,64,41.0,40.0,23.0,77,287,0,0,222,10,0,8,2,32,13,48062.46377,87463.33333,740.0,930.0,43.0,57.0,0.203456152,0.47019535799999995,0.244231245,0.45774258100000004,0.873579476,0.106670755,0.495309121,104.0
LIU Post,8.0,33.0,20.0,2.0,0.0,1.0,8.0,11.0,3.0,7.0,22.87101449,13.82318841,11.0,61.0,26.0,25.0,37.0,69.0,36.0,207.0,121.0,86.0,4.0,1.0,Brookville,liu.edu/CWPost,2,NY,1,21,2,1,54182.0,54182.0,2416.0,3955.0,1945.0,3189.0,92,504,3630,2594,5681,541,13,466,664,925,5,4307,107,1556,580,41.0,39.0,22.0,72,1059,3,46,86,144,0,538,56,90,96,48700.0,90700.0,1350.0,1660.0,64.0,83.0,0.158804148,0.486224913,0.693155275,0.454615053,0.812329249,0.08881825800000001,0.500004614,102.0
Lock Haven University,6.0,27.0,21.0,0.0,0.0,4.0,10.0,16.0,5.0,5.0,20.0,11.0,2.0,32.0,16.0,11.0,4.0,7.0,64.0,159.0,41.0,39.0,3.0,5.0,Lock Haven,www.lhup.edu,1,PA,1,32,2,1,25587.0,34679.0,1387.0,2028.0,1290.0,1843.0,89,816,2414,1806,3840,380,21,43,384,95,0,3903,48,67,46,49.0,48.0,28.0,70,923,2,7,42,20,0,827,8,12,5,40600.0,76100.0,1250.0,1560.0,50.0,67.0,0.16391656300000002,0.489737129,0.274536257,0.45373543299999997,0.763259252,0.076775938,0.488628059,125.0
Loyola Marymount University,32.0,90.0,13.0,3.0,2.0,6.0,25.0,60.0,6.0,6.0,6.0,9.0,18.0,105.0,69.0,116.0,83.0,123.0,2.0,4.0,259.0,201.0,15.0,13.0,Los Angeles,www.lmu.edu,2,CA,1,11,2,1,62454.0,62454.0,5243.0,8045.0,2709.0,4039.0,90,1211,3515,2744,6100,159,15,1001,625,2156,14,4023,639,87,832,77.0,76.0,67.0,91,1589,4,144,94,367,1,762,113,0,104,53800.0,114700.0,1660.0,1950.0,82.0,100.0,0.049524082999999997,0.49249170700000006,0.7401714140000001,0.43468880600000004,0.7966006659999999,0.09140847699999999,0.5000040029999999,220.0
